sample_id	tumor_type	num_ssms	num_sims	perc_of_mut_sims	perc_CA	perc_CG	perc_CT	perc_TA	perc_TC	perc_TG	perc_1bp_del_A_T	perc_1bp_del_C_G	perc_1bp_ins_A_T	perc_1bp_ins_C_G	perc_noPoly_del_A_T	perc_shortPoly_del_A_T	perc_midSizePoly_del_A_T	perc_longPoly_del_A_T	perc_noPoly_del_C_G	perc_shortPoly_del_C_G	perc_midSizePoly_del_C_G	perc_longPoly_del_C_G	perc_noPoly_ins_A_T	perc_shortPoly_ins_A_T	perc_midSizePoly_ins_A_T	perc_longPoly_ins_A_T	perc_noPoly_ins_C_G	perc_shortPoly_ins_C_G	perc_midSizePoly_ins_C_G	perc_longPoly_ins_C_G	perc_rec_ssms	perc_rec_sims	perc_of_rec_mut_sim	perc_rec_CA	perc_rec_CG	perc_rec_CT	perc_rec_TA	perc_rec_TC	perc_rec_TG	perc_rec_1bp_del_A_T	perc_rec_1bp_del_C_G	perc_rec_1bp_ins_A_T	perc_rec_1bp_ins_C_G
16	Ovary-AdenoCA	17299	1441	7.68943436499466	23.3423897335106	14.3129660674027	19.7988323024452	18.5733279380311	15.4864443031389	8.48603965547141	45.372460496614	39.5033860045147	11.9638826185102	3.16027088036117	15.9203980099502	46.2686567164179	34.8258706467662	2.98507462686567	63.4285714285714	29.1428571428571	7.42857142857143	0	32.0754716981132	13.2075471698113	30.188679245283	24.5283018867925	78.5714285714286	21.4285714285714	0	0	1.15613619284352	1.24913254684247	8.25688073394495	1.01535413571075	0.201938610662359	2.86131386861314	0.59134765017118	0.783874580067189	1.08991825613079	3.98009950248756	0	16.9811320754717	0
17	Ovary-AdenoCA	6000	534	8.17263544536272	22.1	13.45	23.0166666666667	18.1666666666667	15.1833333333333	8.08333333333333	36.5384615384615	35.2564102564103	25.6410256410256	2.56410256410256	24.5614035087719	35.0877192982456	35.0877192982456	5.26315789473684	43.6363636363636	49.0909090909091	7.27272727272727	0	12.5	0	37.5	50	25	25	50	0	1.4	2.43445692883895	13.4020618556701	1.35746606334842	0.247831474597274	3.40333091962346	0.917431192660551	0.768386388583974	0	3.50877192982456	0	22.5	25
18	Ovary-AdenoCA	5584	265	4.53068900666781	15.2041547277937	25.3939828080229	29.4412607449857	10.852435530086	13.4670487106017	5.64111747851003	40.2597402597403	22.7272727272727	34.4155844155844	2.5974025974026	11.2903225806452	37.0967741935484	27.4193548387097	24.1935483870968	54.2857142857143	37.1428571428571	5.71428571428571	2.85714285714286	5.66037735849057	9.43396226415094	50.9433962264151	33.9622641509434	25	25	50	0	1.9878223495702	10.188679245283	19.5652173913043	1.53121319199058	0.846262341325811	4.37956204379562	0.66006600660066	0.531914893617021	1.9047619047619	20.9677419354839	2.85714285714286	20.7547169811321	0
19	Ovary-AdenoCA	3771	166	4.21640843281687	17.3163617077698	9.83823919384779	42.0843277645187	9.78520286396181	15.9374171307346	5.03845133916733	29.5238095238095	20	45.7142857142857	4.76190476190476	16.1290322580645	41.9354838709677	25.8064516129032	16.1290322580645	42.8571428571429	47.6190476190476	9.52380952380952	0	10.4166666666667	4.16666666666667	64.5833333333333	20.8333333333333	20	60	20	0	2.78440731901352	6.62650602409639	9.48275862068965	1.07197549770291	0.269541778975741	5.35601764335224	1.0840108401084	0.998336106489185	1.05263157894737	9.67741935483871	0	14.5833333333333	20
20	Ovary-AdenoCA	10119	504	4.74442247952556	15.9403103073426	19.6066805020259	26.1290641367724	10.8706393912442	19.3299733175215	8.12333234509339	39.0879478827362	24.7557003257329	31.9218241042345	4.23452768729642	18.3333333333333	33.3333333333333	37.5	10.8333333333333	47.3684210526316	42.1052631578947	10.5263157894737	0	12.2448979591837	12.2448979591837	47.9591836734694	27.5510204081633	61.5384615384615	15.3846153846154	23.0769230769231	0	1.788714299832	5.35714285714286	12.9807692307692	1.11593304401736	0.504032258064516	4.68986384266263	1.18181818181818	0.511247443762781	0.72992700729927	9.16666666666667	0	14.2857142857143	0
21	Ovary-AdenoCA	7212	481	6.25243728064474	22.1575152523572	13.4914032168608	27.0521353300055	14.3649473100388	16.1536328341653	6.78036605657238	34.6491228070175	23.6842105263158	37.719298245614	3.94736842105263	15.1898734177215	37.9746835443038	31.6455696202532	15.1898734177215	38.8888888888889	48.1481481481481	12.962962962963	0	16.2790697674419	6.97674418604651	44.1860465116279	32.5581395348837	66.6666666666667	11.1111111111111	0	22.2222222222222	1.73322240709928	4.15800415800416	13.7931034482759	0.938673341677096	1.13052415210689	3.89543823680164	0.868725868725869	0.772532188841202	1.02249488752556	10.126582278481	0	9.30232558139535	22.2222222222222
22	Ovary-AdenoCA	7241	423	5.51931106471816	17.8152188924182	13.2025963264742	32.4817014224555	12.4430327302859	16.0336970031764	8.02375362518989	41.0480349344978	33.1877729257642	22.2707423580786	3.49344978165939	21.2765957446809	30.8510638297872	27.6595744680851	20.2127659574468	47.3684210526316	50	2.63157894736842	0	11.7647058823529	11.7647058823529	50.9803921568627	25.4901960784314	62.5	37.5	0	0	2.27869078856512	4.01891252955083	9.34065934065934	1.31782945736434	0.523012552301255	5.14455782312925	1.22086570477248	0.689061154177433	0.516351118760757	11.7021276595745	0	7.84313725490196	0
23	Ovary-AdenoCA	6751	407	5.68594579491478	16.2642571470893	14.9459339357132	28.2921048733521	11.6279069767442	19.7896607909939	9.08013627610724	43.2539682539683	21.4285714285714	28.968253968254	6.34920634920635	10.0917431192661	29.3577981651376	38.5321100917431	22.0183486238532	53.7037037037037	35.1851851851852	9.25925925925926	1.85185185185185	10.958904109589	6.84931506849315	50.6849315068493	31.5068493150685	50	25	6.25	18.75	2.20708043252851	9.33660933660934	20.3208556149733	1.7304189435337	0.89197224975223	4.86910994764398	1.27388535031847	0.973053892215569	0.815660685154976	20.1834862385321	3.7037037037037	13.6986301369863	12.5
24	Ovary-AdenoCA	7164	331	4.41627751834556	16.4572864321608	14.6007816862088	27.8056951423786	12.786152987158	19.4584031267448	8.89168062534897	36.5853658536585	27.3170731707317	32.6829268292683	3.41463414634146	20	40	30.6666666666667	9.33333333333333	64.2857142857143	28.5714285714286	7.14285714285714	0	13.4328358208955	10.4477611940299	40.2985074626866	35.8208955223881	57.1428571428571	28.5714285714286	14.2857142857143	0	1.99609156895589	5.74018126888217	11.7283950617284	1.61153519932146	0.764818355640535	4.31726907630522	1.63755458515284	0.860832137733142	0.470957613814757	5.33333333333333	0	19.4029850746269	0
25	Ovary-AdenoCA	5312	397	6.9539323874584	16.0956325301205	14.5896084337349	29.5180722891566	11.6528614457831	19.8795180722892	8.26430722891566	38.5214007782101	17.5097276264591	40.4669260700389	3.50194552529183	27.2727272727273	33.3333333333333	31.3131313131313	8.08080808080808	42.2222222222222	46.6666666666667	11.1111111111111	0	8.65384615384615	7.69230769230769	54.8076923076923	28.8461538461538	33.3333333333333	33.3333333333333	22.2222222222222	11.1111111111111	1.93900602409639	7.05289672544081	21.3740458015267	1.98830409356725	1.03225806451613	3.95408163265306	1.2924071082391	0.568181818181818	0.455580865603645	8.08080808080808	0	14.4230769230769	11.1111111111111
26	Ovary-AdenoCA	2170	210	8.82352941176471	20.6912442396313	10.3225806451613	32.4884792626728	11.705069124424	17.5115207373272	7.28110599078341	23.2258064516129	14.1935483870968	55.4838709677419	7.09677419354839	19.4444444444444	22.2222222222222	27.7777777777778	30.5555555555556	36.3636363636364	54.5454545454545	9.09090909090909	0	8.13953488372093	5.81395348837209	43.0232558139535	43.0232558139535	36.3636363636364	9.09090909090909	36.3636363636364	18.1818181818182	2.62672811059908	15.2380952380952	35.9550561797753	2.2271714922049	1.78571428571429	4.53900709219858	1.96850393700787	1.57894736842105	0	25	0	24.4186046511628	9.09090909090909
27	Ovary-AdenoCA	6750	445	6.18485059068798	19.5407407407407	16.7555555555556	26.7111111111111	13.2444444444444	16.0592592592593	7.68888888888889	44.1860465116279	31.9767441860465	23.8372093023256	0	30.2631578947368	38.1578947368421	15.7894736842105	15.7894736842105	34.5454545454545	50.9090909090909	12.7272727272727	1.81818181818182	9.75609756097561	9.75609756097561	48.780487804878	31.7073170731707	0	0	0	0	1.68888888888889	4.71910112359551	15.5555555555556	1.36467020470053	0.17683465959328	4.21519689406545	0.782997762863535	0.645756457564576	0.770712909441233	13.1578947368421	3.63636363636364	19.5121951219512	0
28	Ovary-AdenoCA	6934	575	7.65747769343455	24.387078165561	13.2823766945486	23.3775598500144	17.8828958753966	13.4554369772137	7.61465243726565	40	30.9677419354839	26.4516129032258	2.58064516129032	20.9677419354839	40.3225806451613	27.4193548387097	11.2903225806452	56.25	39.5833333333333	4.16666666666667	0	24.390243902439	12.1951219512195	34.1463414634146	29.2682926829268	50	25	25	0	1.32679550043265	2.43478260869565	13.2075471698113	1.47841513897102	0.217155266015201	3.33127698951265	0.161290322580645	0.857449088960343	0.189393939393939	11.2903225806452	4.16666666666667	9.75609756097561	0
29	Ovary-AdenoCA	12331	607	4.69160612150255	18.5548617305977	16.5517800664991	22.5123672046063	14.7271105344254	17.4519503689887	10.2019300948828	31.4553990610329	26.9953051643192	37.793427230047	3.75586854460094	17.1641791044776	31.3432835820896	45.5223880597015	5.97014925373134	53.0434782608696	34.7826086956522	8.69565217391304	3.47826086956522	6.2111801242236	5.59006211180124	52.1739130434783	36.0248447204969	50	12.5	25	12.5	1.40296812910551	7.74299835255354	21.3636363636364	1.00524475524476	0.391964723174914	3.78242074927954	0.881057268722467	0.511152416356877	0.794912559618442	5.22388059701493	4.34782608695652	18.6335403726708	12.5
30	Ovary-AdenoCA	11089	946	7.86040714582468	20.7863648660835	15.9797998016052	20.8044007575074	17.7202633240148	16.4126611957796	8.29651005500947	47.5352112676056	32.3943661971831	16.9014084507042	3.16901408450704	22.2222222222222	45.1851851851852	24.4444444444444	8.14814814814815	50	43.4782608695652	6.52173913043478	0	33.3333333333333	18.75	22.9166666666667	25	77.7777777777778	11.1111111111111	11.1111111111111	0	1.12724321399585	2.32558139534884	14.9659863945578	1.0412147505423	0.338600451467269	2.90420459471175	0.661577608142494	0.714285714285714	0.217391304347826	8.14814814814815	1.08695652173913	16.6666666666667	0
31	Ovary-AdenoCA	8189	306	3.60211889346674	19.1354255708878	13.0663084625717	28.1230919526194	13.5425570887776	18.439369886433	7.69324703871047	39.5939086294416	17.258883248731	39.0862944162437	4.06091370558376	25.6410256410256	38.4615384615385	25.6410256410256	10.2564102564103	47.0588235294118	44.1176470588235	8.82352941176471	0	12.987012987013	9.09090909090909	53.2467532467532	24.6753246753247	37.5	37.5	25	0	1.69739894981072	5.88235294117647	11.4649681528662	1.46777281429483	0.841121495327103	3.6908380373426	0.631199278629396	0.662251655629139	0.793650793650794	5.12820512820513	0	15.5844155844156	0
32	Ovary-AdenoCA	9161	586	6.0121062891146	21.0566532037987	16.7776443619692	22.2028162864316	14.8018775242877	16.8868027507914	8.27420587272132	36.4779874213836	36.4779874213836	22.6415094339623	4.40251572327044	29.3103448275862	44.8275862068966	24.1379310344828	1.72413793103448	46.551724137931	51.7241379310345	1.72413793103448	0	30.5555555555556	13.8888888888889	36.1111111111111	19.4444444444444	85.7142857142857	14.2857142857143	0	0	1.47363824909944	0.511945392491468	2.17391304347826	1.29600829445308	0.390370852309694	4.12979351032448	0.294985250737463	0.840336134453782	0.395778364116095	1.72413793103448	0	5.55555555555556	0
33	Ovary-AdenoCA	17346	1496	7.93970916038637	16.6724316845382	19.1167992620777	19.9584918713248	13.1269456935316	20.4542834082786	10.671048080249	44.0476190476191	27.9761904761905	21.6269841269841	6.34920634920635	16.6666666666667	42.3423423423423	24.3243243243243	16.6666666666667	53.9007092198582	37.5886524822695	8.51063829787234	0	9.1743119266055	8.25688073394495	40.3669724770642	42.2018348623853	53.125	15.625	31.25	0	1.11841346708175	4.47860962566845	25.6704980842912	1.21023513139696	0.211097708082027	3.20623916811092	0.746596398770312	0.422773393461105	0.486223662884927	16.6666666666667	0.709219858156028	19.2660550458716	3.125
34	Ovary-AdenoCA	7825	518	6.20879779455831	23.2076677316294	15.3099041533546	24.0255591054313	16.2428115015974	14.0830670926518	7.13099041533546	38.0368098159509	30.6748466257669	28.8343558282209	2.45398773006135	30.6451612903226	41.9354838709677	24.1935483870968	3.2258064516129	42	46	12	0	25.531914893617	6.38297872340426	38.2978723404255	29.7872340425532	100	0	0	0	1.43130990415335	2.50965250965251	10.4	0.550660792951542	0.500834724540901	4.36170212765957	0.550747442958301	0.544464609800363	0.17921146953405	4.83870967741935	0	19.1489361702128	0
35	Ovary-AdenoCA	8643	618	6.67314544865565	19.1715839407613	10.41305102395	27.0507925488835	14.7402522272359	20.1203285896101	8.50399166955918	48.5411140583554	20.4244031830239	27.8514588859416	3.18302387267904	8.7431693989071	27.8688524590164	40.4371584699454	22.9508196721311	55.8441558441558	33.7662337662338	9.09090909090909	1.2987012987013	8.57142857142857	7.61904761904762	56.1904761904762	27.6190476190476	41.6666666666667	25	33.3333333333333	0	1.666088163832	7.92880258899676	25.3886010362694	1.2070006035003	0.111111111111111	3.63558597091531	1.25588697017268	1.03507763082231	0.54421768707483	15.3005464480874	0	17.1428571428571	0
36	Ovary-AdenoCA	1965	110	5.30120481927711	17.4045801526718	9.31297709923664	38.9821882951654	10.5852417302799	17.4045801526718	6.31043256997456	35.7142857142857	16.6666666666667	44.0476190476191	3.57142857142857	16.6666666666667	33.3333333333333	20	30	35.7142857142857	50	7.14285714285714	7.14285714285714	16.2162162162162	2.7027027027027	32.4324324324324	48.6486486486486	33.3333333333333	33.3333333333333	0	33.3333333333333	3.56234096692112	14.5454545454545	18.6046511627907	2.33918128654971	1.63934426229508	5.87467362924282	3.36538461538462	1.75438596491228	0.806451612903226	13.3333333333333	7.14285714285714	24.3243243243243	33.3333333333333
37	Ovary-AdenoCA	6494	588	8.30273933916973	20.2802587003388	16.0609793655682	24.4379427163536	14.8752694795196	17.49307052664	6.85247921157992	41.2060301507538	37.1859296482412	17.5879396984925	4.02010050251256	15.8536585365854	42.6829268292683	32.9268292682927	8.53658536585366	41.8918918918919	52.7027027027027	5.40540540540541	0	11.4285714285714	5.71428571428571	48.5714285714286	34.2857142857143	50	25	25	0	1.38589467200493	2.89115646258503	15.8878504672897	0.683371298405467	0.479386385426654	3.7177063642092	0.93167701863354	0.616197183098592	0.224719101123595	8.53658536585366	0	22.8571428571429	12.5
38	Ovary-AdenoCA	7551	517	6.40803173029251	20.6330287379155	14.2100384055092	25.2019600052973	15.7595020527083	16.1700437028208	8.02542709574891	34.9775784753363	29.1479820627803	34.0807174887892	1.79372197309417	24.3589743589744	44.8717948717949	25.6410256410256	5.12820512820513	32.3076923076923	61.5384615384615	4.61538461538461	1.53846153846154	22.3684210526316	10.5263157894737	31.5789473684211	35.5263157894737	75	25	0	0	1.32432790358893	4.83558994197292	20	0.770218228498074	0.279589934762349	3.57330530740935	0.420168067226891	0.819000819000819	0.33003300330033	6.41025641025641	0	22.3684210526316	0
39	Ovary-AdenoCA	13552	1217	8.24023292030605	21.3326446280992	15.6065525383707	22.7494096812279	15.0974025974026	17.0897284533648	8.12426210153483	39.5939086294416	31.7258883248731	25.3807106598985	3.2994923857868	27.5641025641026	39.1025641025641	24.3589743589744	8.97435897435897	54.4	42.4	3.2	0	17	11	29	43	69.2307692307692	7.69230769230769	23.0769230769231	0	1.38724911452184	3.28677074774034	17.5438596491228	1.1760636457973	0.236406619385343	3.85987674343172	0.635386119257087	0.518134715025907	0.454132606721163	5.76923076923077	0.8	30	0
40	Ovary-AdenoCA	6585	443	6.30335799658509	19.6810933940775	16.2794229309036	20.5618830675778	16.127562642369	19.6962794229309	7.65375854214123	45.8333333333333	30.8333333333333	19.1666666666667	4.16666666666667	25.4545454545455	52.7272727272727	20	1.81818181818182	62.1621621621622	29.7297297297297	8.10810810810811	0	43.4782608695652	8.69565217391304	30.4347826086957	17.3913043478261	60	40	0	0	1.45785876993166	2.03160270880361	8.57142857142857	1.23456790123457	0.373134328358209	4.57902511078287	0.659133709981168	0.46260601387818	0.198412698412698	3.63636363636364	0	17.3913043478261	0
41	Ovary-AdenoCA	15254	907	5.61227646804034	18.2247279402124	17.3003802281369	23.9412613085092	13.91110528386	17.1168218172283	9.50570342205323	37.7142857142857	30	28.5714285714286	3.71428571428571	21.969696969697	48.4848484848485	24.2424242424242	5.3030303030303	40	49.5238095238095	9.52380952380952	0.952380952380952	19	9	48	24	69.2307692307692	15.3846153846154	7.69230769230769	7.69230769230769	1.37013242428216	2.75633958103638	10.6837606837607	0.971223021582734	0.416824554755589	3.55969331872946	0.471253534401508	0.88088854844887	0.551724137931034	5.3030303030303	0.952380952380952	16	7.69230769230769
42	Ovary-AdenoCA	5495	250	4.35161009573542	18.1073703366697	10.3730664240218	34.1765241128298	12.2292993630573	17.9617834394904	7.15195632393085	46.6666666666667	20.6060606060606	29.6969696969697	3.03030303030303	15.5844155844156	32.4675324675325	42.8571428571429	9.09090909090909	35.2941176470588	61.7647058823529	2.94117647058824	0	12.2448979591837	14.2857142857143	42.8571428571429	30.6122448979592	60	20	20	0	2.45677888989991	8.8	14.0127388535032	1.10552763819095	0.175438596491228	5.48455804046858	1.63690476190476	0.405268490374873	1.27226463104326	11.6883116883117	2.94117647058824	24.4897959183673	0
