sample_id	tumor_type	cluster	num_ssms	num_sims	num_mutations	num_late_median_cancer_clines_ssm	perc_late_median_cancer_clines_ssm	num_early_median_cancer_clines_ssm	perc_early_median_cancer_clines_ssm	num_withReplTime_median_cancer_clines_ssm	num_late_median_cancer_clines_sim	perc_late_median_cancer_clines_sim	num_early_median_cancer_clines_sim	perc_early_median_cancer_clines_sim	num_withReplTime_median_cancer_clines_sim	num_ssm_CDS	perc_ssm_CDS	num_ssm_gene	num_ssm_transcript	num_ssm_exon	num_ssm_UTR	num_ssm_stop_codon	num_ssm_start_codon	num_ssm_intergenic	num_ssm_Selenocyste	num_sim_CDS	perc_sim_CDS	num_sim_gene	num_sim_transcript	num_sim_exon	num_sim_UTR	num_sim_stop_codon	num_sim_start_codon	num_sim_intergenic	num_sim_Selenocyste	num_genes_with_non_syn_ssm	num_genes_with_non_syn_sim	num_genes_with_non_syn_mut	perc_syn_ssms_vs_in_CDS	num_drivers	num_SBS_sign_nonZeroContr	num_DBS_sign_nonZeroContr	num_ID_sign_nonZeroContr	num_allTypes_sign_nonZeroContr
25	Ovary-AdenoCA	D	5312	397	5709	3317	62.4435240963855	1995	37.5564759036145	5312	232	58.4382871536524	165	41.5617128463476	397	53	0.997740963855422	2489	2489	201	76	0	1	2823	0	1	0.251889168765743	214	214	9	8	0	0	183	0	41	1	42	18	3	4	3	6	13
26	Ovary-AdenoCA	K	2170	210	2380	1332	61.3824884792627	838	38.6175115207373	2170	131	62.3809523809524	79	37.6190476190476	210	22	1.01382488479263	1036	1036	73	28	0	0	1134	0	2	0.952380952380952	113	113	9	4	0	0	97	0	13	2	15	35	3	6	2	4	12
27	Ovary-AdenoCA	D	6750	445	7195	3624	53.6888888888889	3126	46.3111111111111	6750	243	54.6067415730337	202	45.3932584269663	445	77	1.14074074074074	3385	3384	262	94	0	0	3365	0	7	1.57303370786517	219	219	24	11	0	0	226	0	61	8	69	15.2777777777778	4	5	3	5	13
28	Ovary-AdenoCA	D	6934	575	7509	3849	55.5090856648399	3085	44.4909143351601	6934	298	51.8260869565217	277	48.1739130434783	575	59	0.850879723103548	3303	3303	228	89	0	0	3631	0	9	1.56521739130435	288	288	22	12	0	0	287	0	51	7	58	10.5263157894737	2	3	1	3	7
29	Ovary-AdenoCA	D	12331	607	12938	7602	61.6495012569946	4729	38.3504987430054	12331	394	64.9093904448105	213	35.0906095551895	607	134	1.08669207687941	5558	5556	427	151	0	0	6773	0	5	0.823723228995058	284	284	15	5	0	0	323	0	100	6	106	20.3125	8	3	4	4	11
30	Ovary-AdenoCA	D	11089	946	12035	5842	52.6828388493101	5247	47.3171611506899	11089	533	56.3424947145877	413	43.6575052854123	946	140	1.26251239967535	5615	5613	392	149	0	0	5474	0	15	1.58562367864693	485	485	44	16	1	1	461	0	96	15	110	25.9541984732824	6	4	2	3	9
31	Ovary-AdenoCA	D	8189	306	8495	4826	58.9399120664387	3362	41.0600879335613	8188	184	60.1307189542484	122	39.8692810457516	306	115	1.40432287214556	3925	3924	296	107	1	0	4264	0	4	1.30718954248366	159	159	13	6	0	0	147	0	84	4	87	24.3243243243243	3	5	3	5	13
32	Ovary-AdenoCA	D	9161	586	9747	5077	55.431815700404	4082	44.568184299596	9159	317	54.0955631399317	269	45.9044368600683	586	96	1.04792053269294	4451	4450	360	161	1	0	4710	0	3	0.511945392491468	289	289	13	7	1	0	297	0	69	2	71	23.5955056179775	4	5	3	2	10
33	Ovary-AdenoCA	D	17346	1496	18842	8910	51.3663092355586	8436	48.6336907644414	17346	796	53.2085561497326	700	46.7914438502674	1496	209	1.20488873515508	8648	8647	691	286	0	1	8698	0	23	1.53743315508021	731	729	75	27	1	0	765	0	162	19	180	20.0980392156863	11	5	5	5	15
34	Ovary-AdenoCA	D	7825	518	8343	4063	51.9233226837061	3762	48.0766773162939	7825	277	53.4749034749035	241	46.5250965250965	518	93	1.18849840255591	3934	3934	294	102	0	0	3891	0	5	0.965250965250965	237	237	14	8	0	0	281	0	67	5	72	29.3478260869565	7	5	2	4	11
35	Ovary-AdenoCA	D	8643	618	9261	5978	69.1657989124147	2665	30.8342010875853	8643	410	66.3430420711974	208	33.6569579288026	618	72	0.833044081916001	3958	3958	233	90	0	0	4685	0	5	0.809061488673139	300	300	21	10	0	0	318	0	50	5	55	27.536231884058	2	3	2	5	10
36	Ovary-AdenoCA	F	1965	110	2075	1164	59.236641221374	801	40.763358778626	1965	62	56.3636363636364	48	43.6363636363636	110	21	1.06870229007634	873	873	61	29	0	0	1092	0	2	1.81818181818182	58	58	3	0	0	0	52	0	15	2	17	28.5714285714286	2	3	1	4	8
37	Ovary-AdenoCA	D	6494	588	7082	3558	54.7890360332615	2936	45.2109639667385	6494	322	54.7619047619048	266	45.2380952380952	588	74	1.13951339698183	3241	3239	253	110	0	0	3253	0	11	1.87074829931973	283	283	25	8	0	0	305	0	55	10	65	24.3243243243243	6	5	2	4	11
38	Ovary-AdenoCA	D	7551	517	8068	4060	53.7748344370861	3490	46.2251655629139	7550	268	51.8375241779497	249	48.1624758220503	517	53	0.701893788902132	3792	3791	224	92	0	0	3759	0	5	0.967117988394584	270	270	19	10	0	0	247	0	43	6	49	21.8181818181818	8	4	3	4	11
39	Ovary-AdenoCA	D	13552	1217	14769	6848	50.5312868949233	6704	49.4687131050767	13552	683	56.1216105176664	534	43.8783894823336	1217	146	1.07733175914994	6675	6675	514	202	0	0	6877	0	14	1.15036976170912	607	607	50	24	0	0	610	0	111	15	126	22.5352112676056	4	4	2	4	10
40	Ovary-AdenoCA	D	6585	443	7028	3635	55.2012148823083	2950	44.7987851176917	6585	238	53.72460496614	205	46.27539503386	443	76	1.15413819286257	3201	3198	238	94	0	0	3384	0	2	0.451467268623025	212	212	10	2	0	0	231	0	53	2	55	22.8571428571429	9	4	2	3	9
41	Ovary-AdenoCA	D	15254	907	16161	8121	53.2419851832426	7132	46.7580148167574	15253	492	54.244762954796	415	45.755237045204	907	176	1.15379572571129	7669	7666	564	208	2	0	7585	0	14	1.54355016538037	464	463	35	18	2	0	443	0	127	12	139	23.0769230769231	6	6	4	4	14
42	Ovary-AdenoCA	D	5495	250	5745	3513	63.9308462238399	1982	36.0691537761601	5495	154	61.6	96	38.4	250	69	1.25568698817106	2580	2580	193	62	0	1	2915	0	2	0.8	125	125	7	2	0	0	125	0	53	3	56	23.0769230769231	5	3	3	6	12
43	Ovary-AdenoCA	D	13975	563	14538	8215	58.7877486761128	5759	41.2122513238872	13974	338	60.0355239786856	225	39.9644760213144	563	139	0.994633273703041	6813	6812	499	188	0	1	7162	0	4	0.710479573712256	302	302	23	10	0	0	261	0	94	4	98	26.5625	4	5	2	7	14
44	Ovary-AdenoCA	D	12300	495	12795	7794	63.3658536585366	4506	36.6341463414634	12300	318	64.2424242424242	177	35.7575757575758	495	111	0.902439024390244	5792	5792	359	129	0	0	6508	0	3	0.606060606060606	251	251	17	9	0	0	244	0	86	3	89	22.0183486238532	3	3	3	6	12
45	Ovary-AdenoCA	D	7420	606	8026	4253	57.3180592991914	3167	42.6819407008086	7420	327	53.960396039604	279	46.039603960396	606	64	0.862533692722372	3456	3454	248	84	0	0	3964	0	8	1.32013201320132	302	302	25	8	0	0	304	0	54	8	61	14.2857142857143	3	3	1	3	7
46	Ovary-AdenoCA	D	5096	334	5430	3217	63.1403336604514	1878	36.8596663395486	5095	209	62.5748502994012	125	37.4251497005988	334	41	0.804552590266876	2380	2379	156	45	0	0	2716	0	1	0.29940119760479	148	148	6	3	0	0	186	0	30	1	31	23.0769230769231	7	4	1	5	10
47	Ovary-AdenoCA	D	14054	755	14809	8628	61.3917745837484	5426	38.6082254162516	14054	461	61.0596026490066	294	38.9403973509934	755	149	1.06019638537071	6862	6861	475	175	1	1	7192	0	3	0.397350993377483	357	357	12	6	0	0	398	0	107	2	109	27.0833333333333	13	4	3	6	13
48	Ovary-AdenoCA	D	15727	670	16397	10653	67.7413201068294	5073	32.2586798931705	15726	407	60.7462686567164	263	39.2537313432836	670	144	0.915622814268455	7145	7144	462	163	0	0	8582	0	3	0.447761194029851	319	319	17	7	0	0	351	0	115	3	118	20	12	5	2	5	12
49	Ovary-AdenoCA	D	16352	895	17247	9570	58.5285303651153	6781	41.4714696348847	16351	519	57.9888268156425	376	42.0111731843575	895	148	0.905088062622309	7749	7745	536	206	0	1	8603	0	17	1.89944134078212	444	444	45	16	0	0	451	0	100	14	113	28.3687943262411	6	3	3	5	11
50	Ovary-AdenoCA	D	19705	2127	21832	9936	50.4288687001979	9767	49.5711312998021	19703	1148	53.9727315467795	979	46.0272684532205	2127	264	1.3397614818574	10044	10039	823	314	1	1	9661	0	21	0.987306064880113	1092	1092	82	32	1	1	1035	0	199	20	218	21.5384615384615	8	4	3	2	9
51	Ovary-AdenoCA	D	10411	731	11142	5479	52.6320845341018	4931	47.3679154658982	10410	412	56.3611491108071	319	43.6388508891929	731	97	0.931706848525598	5169	5167	385	160	0	1	5242	0	7	0.957592339261286	373	373	27	11	0	0	358	0	79	7	86	17.8947368421053	10	6	2	3	11
52	Ovary-AdenoCA	D	10569	758	11327	5798	54.8585485854859	4771	45.1414514145141	10569	419	55.2770448548813	339	44.7229551451187	758	93	0.879931876241839	5191	5191	392	165	1	0	5378	0	13	1.71503957783641	360	360	28	11	0	0	398	0	75	10	85	17.8947368421053	5	4	2	4	10
53	Ovary-AdenoCA	D	13505	1127	14632	6938	51.3773696682464	6566	48.6226303317536	13504	591	52.4401064773736	536	47.5598935226264	1127	166	1.22917437985931	6737	6734	516	206	1	0	6768	0	12	1.06477373558119	582	582	37	14	0	0	545	0	120	12	132	26.3803680981595	10	4	1	4	9
54	Ovary-AdenoCA	D	10789	359	11148	6968	64.5842988228752	3821	35.4157011771249	10789	218	60.7242339832869	141	39.2757660167131	359	109	1.01028825655761	5041	5040	332	126	0	0	5748	0	3	0.835654596100279	191	191	11	7	0	0	168	0	83	4	87	19.4174757281553	6	5	2	5	12
55	Ovary-AdenoCA	D	14168	896	15064	8612	60.7848673066064	5556	39.2151326933936	14168	545	60.8258928571429	351	39.1741071428571	896	137	0.966967814793902	6868	6867	462	190	1	0	7300	0	7	0.78125	432	432	26	15	1	0	464	0	99	5	104	21.09375	13	5	3	5	13
56	Ovary-AdenoCA	C	14959	957	15916	7880	52.6808396844498	7078	47.3191603155502	14958	534	55.7993730407524	423	44.2006269592476	957	167	1.11638478507922	7394	7390	555	198	0	1	7565	0	9	0.940438871473354	497	497	35	19	0	1	460	0	124	7	131	19.7452229299363	10	4	3	3	10
57	Ovary-AdenoCA	D	7430	1001	8431	3745	50.4037685060565	3685	49.5962314939435	7430	548	54.7452547452547	453	45.2547452547453	1001	105	1.41318977119785	3762	3759	289	115	0	0	3668	0	12	1.1988011988012	525	525	37	13	0	0	476	0	72	12	84	24.7422680412371	5	4	3	2	9
58	Ovary-AdenoCA	D	19941	2013	21954	10429	52.2992828845093	9512	47.7007171154907	19941	1150	57.1286636860407	863	42.8713363139593	2013	219	1.09823980743192	9908	9904	738	271	0	2	10033	0	15	0.745156482861401	1003	1002	70	20	0	1	1010	0	160	16	176	23.2227488151659	8	4	3	2	9
59	Ovary-AdenoCA	K	2914	208	3122	2056	70.5559368565546	858	29.4440631434454	2914	128	61.5384615384615	80	38.4615384615385	208	29	0.995195607412491	1314	1314	103	29	0	0	1600	0	2	0.961538461538462	78	78	6	3	0	0	130	0	22	2	24	24.1379310344828	3	3	3	6	12
60	Ovary-AdenoCA	D	6923	712	7635	3691	53.3150368337426	3232	46.6849631662574	6923	392	55.0561797752809	320	44.9438202247191	712	85	1.22779141990467	3473	3473	272	93	0	1	3450	0	11	1.54494382022472	372	372	32	8	0	1	340	0	61	11	72	20	7	3	1	4	8
61	Ovary-AdenoCA	D	5088	234	5322	3322	65.2908805031446	1766	34.7091194968553	5088	129	55.1282051282051	105	44.8717948717949	234	43	0.845125786163522	2401	2399	172	65	0	0	2687	0	4	1.70940170940171	114	114	7	2	0	0	120	0	27	4	31	30.7692307692308	13	6	3	6	15
62	Ovary-AdenoCA	K	6688	537	7225	4109	61.4383971291866	2579	38.5616028708134	6688	347	64.6182495344507	190	35.3817504655493	537	70	1.04665071770335	3224	3222	213	81	0	0	3464	0	3	0.558659217877095	266	266	12	4	0	0	271	0	44	2	46	34.7826086956522	8	4	4	5	13
63	Ovary-AdenoCA	D	8478	377	8855	5046	59.518754423213	3432	40.481245576787	8478	225	59.6816976127321	152	40.3183023872679	377	93	1.09695682944091	4170	4169	293	109	0	0	4308	0	3	0.795755968169761	182	182	12	2	0	0	195	0	63	4	67	27.5862068965517	2	5	4	6	15
64	Ovary-AdenoCA	K	5203	387	5590	3058	58.7737843551797	2145	41.2262156448203	5203	210	54.2635658914729	177	45.7364341085271	387	61	1.17240053815107	2571	2571	164	61	0	0	2632	0	4	1.03359173126615	198	198	12	7	0	0	189	0	36	5	41	40.6779661016949	6	3	1	5	9
65	Ovary-AdenoCA	D	5694	296	5990	3984	69.968387776607	1710	30.031612223393	5694	170	57.4324324324324	126	42.5675675675676	296	48	0.842992623814542	2514	2514	172	73	0	0	3180	0	4	1.35135135135135	146	146	16	5	0	0	150	0	34	4	38	21.7391304347826	6	5	2	6	13
66	Ovary-AdenoCA	D	6398	537	6935	3263	51.0003125976868	3135	48.9996874023132	6398	295	54.9348230912477	242	45.0651769087523	537	72	1.12535167239762	3180	3180	239	96	0	0	3218	0	2	0.37243947858473	262	262	15	6	0	0	275	0	56	2	58	22.2222222222222	4	5	4	4	13
67	Ovary-AdenoCA	D	7013	338	7351	4035	57.5442099258414	2977	42.4557900741586	7012	177	52.3668639053254	161	47.6331360946746	338	82	1.16925709396834	3510	3508	272	102	0	1	3503	0	7	2.07100591715976	177	177	19	7	0	1	161	0	63	7	70	18.4210526315789	2	4	4	6	14
68	Ovary-AdenoCA	J	40764	20910	61674	21554	52.877680192336	19208	47.122319807664	40762	11729	56.0927785748446	9181	43.9072214251554	20910	415	1.01805514669807	21676	21669	1498	624	1	0	19088	0	83	0.396939263510282	11023	11022	505	248	0	0	9887	0	294	84	375	24.317617866005	8	4	3	2	9
69	Ovary-AdenoCA	D	8847	910	9757	4851	54.8383450146959	3995	45.1616549853041	8846	503	55.2747252747253	407	44.7252747252747	910	88	0.994687464677292	4404	4401	335	119	1	0	4443	0	7	0.769230769230769	454	454	27	7	0	0	456	0	72	8	80	20.6521739130435	6	7	4	2	13
70	Ovary-AdenoCA	D	7345	397	7742	4421	60.1988017429194	2923	39.8011982570806	7344	243	61.2090680100756	154	38.7909319899244	397	82	1.11640571817563	3540	3540	272	108	0	0	3805	0	4	1.00755667506297	205	205	14	7	0	0	192	0	58	4	62	22.3684210526316	6	5	4	6	15
71	Ovary-AdenoCA	F	4435	264	4699	2911	65.6369785794814	1524	34.3630214205186	4435	161	60.9848484848485	103	39.0151515151515	264	40	0.901916572717024	2004	2002	153	60	0	0	2431	0	4	1.51515151515152	136	136	9	4	0	0	128	0	32	4	36	20.5128205128205	8	5	3	6	14
72	Ovary-AdenoCA	D	10148	447	10595	6283	61.9136775719354	3865	38.0863224280646	10148	262	58.6129753914989	185	41.3870246085011	447	77	0.758770201024833	4803	4803	279	113	0	0	5345	0	3	0.671140939597315	243	243	18	11	0	0	204	0	56	3	59	26.3157894736842	8	5	3	6	14
73	Ovary-AdenoCA	D	10319	587	10906	5867	56.8673063875158	4450	43.1326936124842	10317	336	57.2402044293015	251	42.7597955706985	587	97	0.940013567206125	4898	4897	344	135	0	0	5421	0	11	1.87393526405451	280	280	24	7	1	0	307	0	63	9	72	31.5217391304348	10	5	1	5	11
74	Panc-Endocrine	C	1143	45	1188	663	58.0560420315236	479	41.9439579684764	1142	20	44.4444444444444	25	55.5555555555556	45	13	1.13735783027122	546	546	35	13	0	0	597	0	1	2.22222222222222	26	26	1	0	0	0	19	0	11	1	12	8.33333333333333	3	2	3	6	11
75	Panc-Endocrine	D	970	51	1021	521	53.9337474120083	445	46.0662525879917	966	35	68.6274509803922	16	31.3725490196078	51	11	1.1340206185567	474	474	38	15	0	0	496	0	0	0	22	22	0	0	0	0	29	0	6	0	6	45.4545454545455	0	4	2	5	11
76	Panc-Endocrine	D	1792	120	1912	945	52.7932960893855	845	47.2067039106145	1790	54	45.3781512605042	65	54.6218487394958	119	24	1.33928571428571	838	838	80	27	0	0	954	0	2	1.66666666666667	73	73	3	1	0	0	47	0	15	2	17	17.6470588235294	1	4	3	5	12
77	Panc-Endocrine	F	2389	169	2558	1382	57.9454926624738	1003	42.0545073375262	2385	85	50.8982035928144	82	49.1017964071856	167	35	1.46504813729594	1187	1187	97	27	0	0	1202	0	2	1.18343195266272	91	91	3	1	0	0	78	0	24	2	26	29.4117647058824	1	2	2	5	9
78	Panc-Endocrine	D	3360	182	3542	1812	53.9285714285714	1548	46.0714285714286	3360	87	47.8021978021978	95	52.1978021978022	182	32	0.952380952380952	1654	1653	130	68	0	0	1706	0	0	0	95	95	11	2	0	0	87	0	18	0	18	41.9354838709677	1	5	2	5	12
79	Panc-Endocrine	D	4629	171	4800	2816	60.8338734067833	1813	39.1661265932167	4629	95	55.5555555555556	76	44.4444444444444	171	50	1.0801468999784	2125	2125	171	61	0	0	2504	0	3	1.75438596491228	85	85	7	1	0	0	86	0	40	3	43	16	6	5	3	6	14
80	Panc-Endocrine	D	3142	137	3279	2094	66.8582375478927	1038	33.1417624521073	3132	88	65.1851851851852	47	34.8148148148148	135	22	0.700190961171228	1297	1297	78	24	0	0	1845	0	1	0.72992700729927	68	68	2	2	0	0	69	0	17	1	18	19.047619047619	0	3	3	6	12
81	Panc-Endocrine	D	3485	169	3654	1931	55.6965676377271	1536	44.3034323622729	3467	80	47.6190476190476	88	52.3809523809524	168	35	1.00430416068867	1663	1662	125	45	0	0	1822	0	0	0	89	89	4	4	0	0	80	0	28	0	28	22.2222222222222	1	5	3	5	13
82	Panc-Endocrine	D	3300	192	3492	1802	54.6060606060606	1498	45.3939393939394	3300	91	47.3958333333333	101	52.6041666666667	192	45	1.36363636363636	1690	1690	144	46	0	0	1610	0	4	2.08333333333333	106	106	14	6	0	0	86	0	32	4	36	23.8095238095238	5	7	3	5	15
83	Panc-Endocrine	F	2716	175	2891	1563	57.5690607734807	1152	42.4309392265193	2715	92	52.5714285714286	83	47.4285714285714	175	38	1.39911634756996	1335	1334	112	44	1	0	1381	0	2	1.14285714285714	89	89	7	4	0	0	86	0	28	2	30	22.2222222222222	1	3	3	5	11
84	Panc-Endocrine	F	2698	137	2835	1385	51.3533555802744	1312	48.6466444197256	2697	61	45.1851851851852	74	54.8148148148148	135	32	1.18606375092661	1371	1369	103	46	0	0	1327	0	4	2.91970802919708	81	81	7	2	0	0	56	0	24	4	28	27.2727272727273	2	3	4	5	12
85	Panc-Endocrine	C	1010	23	1033	523	51.7821782178218	487	48.2178217821782	1010	9	39.1304347826087	14	60.8695652173913	23	16	1.58415841584158	532	532	47	25	0	0	478	0	1	4.34782608695652	12	12	2	1	0	0	11	0	11	1	12	26.6666666666667	1	2	2	4	8
86	Panc-Endocrine	D	5252	236	5488	3162	60.2171015044753	2089	39.7828984955247	5251	126	53.3898305084746	110	46.6101694915254	236	51	0.971058644325971	2411	2410	186	68	0	0	2841	0	3	1.27118644067797	136	136	12	6	0	0	100	0	39	3	42	22	0	6	3	6	15
87	Panc-Endocrine	D	1191	53	1244	748	62.8043660789253	443	37.1956339210747	1191	28	52.8301886792453	25	47.1698113207547	53	13	1.09151973131822	507	507	28	8	0	0	684	0	0	0	27	27	3	2	0	0	26	0	9	0	9	10	0	4	1	5	10
